Микро_Зона_ID;Координата_Старт;Координата_Конец;Родительский_3D_Узел;Букв_в_куске;Масса_Куска_(kDa);GC_Состав_%
Zone_4001;53982471;53983492;Node_10;1021;316.37;46.5
Zone_4002;53983492;53984513;Node_10;1021;315.492;41.1
Zone_4003;53984513;53985534;Node_10;1021;316.469;39.6
Zone_4004;53985534;53986555;Node_10;1021;316.798;41.8
Zone_4005;53986555;53987576;Node_10;1021;316.616;30.6
Zone_4006;53987576;53988597;Node_10;1021;315.948;40.1
Zone_4007;53988597;53989618;Node_10;1021;315.807;40.0
Zone_4008;53989618;53990639;Node_10;1021;314.156;42.8
Zone_4009;53990639;53991660;Node_10;1021;316.781;39.8
Zone_4010;53991660;53992681;Node_10;1021;315.786;57.4
Zone_4011;53992681;53993702;Node_10;1021;315.672;52.2
Zone_4012;53993702;53994723;Node_10;1021;315.444;44.6
Zone_4013;53994723;53995744;Node_10;1021;317.292;38.8
Zone_4014;53995744;53996765;Node_10;1021;316.555;42.4
Zone_4015;53996765;53997786;Node_10;1021;315.965;37.9
Zone_4016;53997786;53998807;Node_10;1021;316.749;42.7
Zone_4017;53998807;53999828;Node_10;1021;316.588;45.6
Zone_4018;53999828;54000849;Node_10;1021;316.6;43.8
Zone_4019;54000849;54001870;Node_10;1021;315.83;44.5
Zone_4020;54001870;54002891;Node_10;1021;314.006;51.8
Zone_4021;54002891;54003912;Node_10;1021;315.747;47.8
Zone_4022;54003912;54004933;Node_10;1021;315.36;60.7
Zone_4023;54004933;54005954;Node_10;1021;314.599;53.4
Zone_4024;54005954;54006975;Node_10;1021;314.617;50.0
Zone_4025;54006975;54007996;Node_10;1021;314.013;47.7
Zone_4026;54007996;54009017;Node_10;1021;316.016;49.6
Zone_4027;54009017;54010038;Node_10;1021;314.188;54.2
Zone_4028;54010038;54011059;Node_10;1021;315.583;54.7
Zone_4029;54011059;54012080;Node_10;1021;317.533;55.2
Zone_4030;54012080;54013101;Node_10;1021;316.427;53.2
Zone_4031;54013101;54014122;Node_10;1021;314.102;56.3
Zone_4032;54014122;54015143;Node_10;1021;315.375;56.4
Zone_4033;54015143;54016164;Node_10;1021;315.561;53.4
Zone_4034;54016164;54017185;Node_10;1021;316.052;50.7
Zone_4035;54017185;54018206;Node_10;1021;314.429;57.6
Zone_4036;54018206;54019227;Node_10;1021;316.008;51.0
Zone_4037;54019227;54020248;Node_10;1021;317.87;50.9
Zone_4038;54020248;54021269;Node_10;1021;315.537;49.4
Zone_4039;54021269;54022290;Node_10;1021;315.751;52.9
Zone_4040;54022290;54023311;Node_10;1021;315.344;44.5
Zone_4041;54023311;54024332;Node_10;1021;313.78;44.6
Zone_4042;54024332;54025353;Node_10;1021;314.356;42.0
Zone_4043;54025353;54026374;Node_10;1021;313.989;45.7
Zone_4044;54026374;54027395;Node_10;1021;315.499;32.1
Zone_4045;54027395;54028416;Node_10;1021;316.365;44.7
Zone_4046;54028416;54029437;Node_10;1021;315.051;43.0
Zone_4047;54029437;54030458;Node_10;1021;316.268;36.7
Zone_4048;54030458;54031479;Node_10;1021;315.247;40.8
Zone_4049;54031479;54032500;Node_10;1021;315.568;32.3
Zone_4050;54032500;54033521;Node_10;1021;315.5;41.3
Zone_4051;54033521;54034542;Node_10;1021;317.124;46.4
Zone_4052;54034542;54035563;Node_10;1021;315.797;37.5
Zone_4053;54035563;54036584;Node_10;1021;314.789;45.2
Zone_4054;54036584;54037605;Node_10;1021;314.898;30.1
Zone_4055;54037605;54038626;Node_10;1021;313.53;38.6
Zone_4056;54038626;54039647;Node_10;1021;315.513;34.9
Zone_4057;54039647;54040668;Node_10;1021;314.741;41.8
Zone_4058;54040668;54041689;Node_10;1021;314.741;32.5
Zone_4059;54041689;54042710;Node_10;1021;315.27;33.6
Zone_4060;54042710;54043731;Node_10;1021;315.771;31.7
Zone_4061;54043731;54044752;Node_10;1021;315.914;41.6
Zone_4062;54044752;54045773;Node_10;1021;316.981;33.1
Zone_4063;54045773;54046794;Node_10;1021;316.06;32.3
Zone_4064;54046794;54047815;Node_10;1021;316.029;36.9
Zone_4065;54047815;54048836;Node_10;1021;316.181;37.6
Zone_4066;54048836;54049857;Node_10;1021;314.811;35.2
Zone_4067;54049857;54050878;Node_10;1021;314.542;45.1
Zone_4068;54050878;54051899;Node_10;1021;314.822;40.3
Zone_4069;54051899;54052920;Node_10;1021;315.081;49.7
Zone_4070;54052920;54053941;Node_10;1021;315.418;62.5
Zone_4071;54053941;54054962;Node_10;1021;315.489;45.0
Zone_4072;54054962;54055983;Node_10;1021;314.794;43.1
Zone_4073;54055983;54057004;Node_10;1021;314.74;48.6
Zone_4074;54057004;54058025;Node_10;1021;312.776;40.5
Zone_4075;54058025;54059046;Node_10;1021;313.546;44.6
Zone_4076;54059046;54060067;Node_10;1021;314.456;40.9
Zone_4077;54060067;54061088;Node_10;1021;317.689;50.0
Zone_4078;54061088;54062109;Node_10;1021;316.162;34.1
Zone_4079;54062109;54063130;Node_10;1021;316.782;39.2
Zone_4080;54063130;54064151;Node_10;1021;315.849;36.9
Zone_4081;54064151;54065172;Node_10;1021;316.655;43.8
Zone_4082;54065172;54066193;Node_10;1021;317.567;46.1
Zone_4083;54066193;54067214;Node_10;1021;317.037;35.2
Zone_4084;54067214;54068235;Node_10;1021;316.565;39.5
Zone_4085;54068235;54069256;Node_10;1021;314.829;34.7
Zone_4086;54069256;54070277;Node_10;1021;316.649;44.6
Zone_4087;54070277;54071298;Node_10;1021;316.895;36.9
Zone_4088;54071298;54072319;Node_10;1021;314.552;44.0
Zone_4089;54072319;54073340;Node_10;1021;314.113;44.7
Zone_4090;54073340;54074361;Node_10;1021;316.964;44.3
Zone_4091;54074361;54075382;Node_10;1021;318.0;39.7
Zone_4092;54075382;54076403;Node_10;1021;316.262;42.5
Zone_4093;54076403;54077424;Node_10;1021;316.304;42.0
Zone_4094;54077424;54078445;Node_10;1021;313.686;37.9
Zone_4095;54078445;54079466;Node_10;1021;316.912;38.9
Zone_4096;54079466;54080487;Node_10;1021;314.141;45.2
Zone_4097;54080487;54081508;Node_10;1021;314.56;44.0
Zone_4098;54081508;54082529;Node_10;1021;315.207;42.1
Zone_4099;54082529;54083550;Node_10;1021;319.838;46.7
Zone_4100;54083550;54084571;Node_10;1021;315.051;40.9
Zone_4101;54084571;54085592;Node_10;1021;315.019;39.3
Zone_4102;54085592;54086613;Node_10;1021;315.659;39.9
Zone_4103;54086613;54087634;Node_10;1021;315.665;34.3
Zone_4104;54087634;54088655;Node_10;1021;314.215;36.8
Zone_4105;54088655;54089676;Node_10;1021;315.779;33.2
Zone_4106;54089676;54090697;Node_10;1021;315.691;32.3
Zone_4107;54090697;54091718;Node_10;1021;315.292;31.8
Zone_4108;54091718;54092739;Node_10;1021;315.514;40.1
Zone_4109;54092739;54093760;Node_10;1021;315.494;41.5
Zone_4110;54093760;54094781;Node_10;1021;314.263;45.2
Zone_4111;54094781;54095802;Node_10;1021;316.912;47.8
Zone_4112;54095802;54096823;Node_10;1021;315.916;46.7
Zone_4113;54096823;54097844;Node_10;1021;315.705;40.8
Zone_4114;54097844;54098865;Node_10;1021;314.625;40.5
Zone_4115;54098865;54099886;Node_10;1021;318.361;46.6
Zone_4116;54099886;54100907;Node_10;1021;317.535;41.8
Zone_4117;54100907;54101928;Node_10;1021;315.991;41.4
Zone_4118;54101928;54102949;Node_10;1021;316.428;48.5
Zone_4119;54102949;54103970;Node_10;1021;316.379;46.2
Zone_4120;54103970;54104991;Node_10;1021;315.173;49.8
Zone_4121;54104991;54106012;Node_10;1021;314.099;49.9
Zone_4122;54106012;54107033;Node_10;1021;316.153;33.3
Zone_4123;54107033;54108054;Node_10;1021;314.754;40.3
Zone_4124;54108054;54109075;Node_10;1021;315.045;50.1
Zone_4125;54109075;54110096;Node_10;1021;317.449;49.1
Zone_4126;54110096;54111117;Node_10;1021;313.087;50.4
Zone_4127;54111117;54112138;Node_10;1021;315.202;51.2
Zone_4128;54112138;54113159;Node_10;1021;315.334;45.9
Zone_4129;54113159;54114180;Node_10;1021;314.219;49.4
Zone_4130;54114180;54115201;Node_10;1021;313.576;49.9
Zone_4131;54115201;54116222;Node_10;1021;314.639;47.9
Zone_4132;54116222;54117243;Node_10;1021;316.264;49.1
Zone_4133;54117243;54118264;Node_10;1021;315.035;54.6
Zone_4134;54118264;54119285;Node_10;1021;311.252;54.2
Zone_4135;54119285;54120306;Node_10;1021;310.622;49.0
Zone_4136;54120306;54121327;Node_10;1021;317.055;60.2
Zone_4137;54121327;54122348;Node_10;1021;314.067;62.4
Zone_4138;54122348;54123369;Node_10;1021;315.659;56.2
Zone_4139;54123369;54124390;Node_10;1021;315.466;50.1
Zone_4140;54124390;54125411;Node_10;1021;314.654;54.8
Zone_4141;54125411;54126432;Node_10;1021;316.311;55.8
Zone_4142;54126432;54127453;Node_10;1021;315.011;43.3
Zone_4143;54127453;54128474;Node_10;1021;313.282;54.4
Zone_4144;54128474;54129495;Node_10;1021;316.257;50.5
Zone_4145;54129495;54130516;Node_10;1021;315.085;50.3
Zone_4146;54130516;54131537;Node_10;1021;317.325;42.5
Zone_4147;54131537;54132558;Node_10;1021;317.647;50.8
Zone_4148;54132558;54133579;Node_10;1021;314.969;51.3
Zone_4149;54133579;54134600;Node_10;1021;315.056;54.2
Zone_4150;54134600;54135621;Node_10;1021;316.733;45.4
Zone_4151;54135621;54136642;Node_10;1021;317.22;54.4
Zone_4152;54136642;54137663;Node_10;1021;316.425;52.1
Zone_4153;54137663;54138684;Node_10;1021;316.303;56.8
Zone_4154;54138684;54139705;Node_10;1021;316.786;51.3
Zone_4155;54139705;54140726;Node_10;1021;315.092;54.3
Zone_4156;54140726;54141747;Node_10;1021;316.046;53.2
Zone_4157;54141747;54142768;Node_10;1021;317.398;53.4
Zone_4158;54142768;54143789;Node_10;1021;315.467;42.5
Zone_4159;54143789;54144810;Node_10;1021;316.249;56.3
Zone_4160;54144810;54145831;Node_10;1021;317.264;43.8
Zone_4161;54145831;54146852;Node_10;1021;315.26;38.2
Zone_4162;54146852;54147873;Node_10;1021;315.709;43.4
Zone_4163;54147873;54148894;Node_10;1021;316.73;39.7
Zone_4164;54148894;54149915;Node_10;1021;315.757;39.0
Zone_4165;54149915;54150936;Node_10;1021;315.375;51.7
Zone_4166;54150936;54151957;Node_10;1021;317.306;54.7
Zone_4167;54151957;54152978;Node_10;1021;315.403;52.0
Zone_4168;54152978;54153999;Node_10;1021;316.195;52.2
Zone_4169;54153999;54155020;Node_10;1021;316.206;49.7
Zone_4170;54155020;54156041;Node_10;1021;316.311;50.9
Zone_4171;54156041;54157062;Node_10;1021;312.802;48.4
Zone_4172;54157062;54158083;Node_10;1021;315.018;52.2
Zone_4173;54158083;54159104;Node_10;1021;315.568;49.8
Zone_4174;54159104;54160125;Node_10;1021;315.564;50.0
Zone_4175;54160125;54161146;Node_10;1021;316.154;56.0
Zone_4176;54161146;54162167;Node_10;1021;314.619;52.0
Zone_4177;54162167;54163188;Node_10;1021;315.928;50.9
Zone_4178;54163188;54164209;Node_10;1021;317.265;53.0
Zone_4179;54164209;54165230;Node_10;1021;314.944;47.6
Zone_4180;54165230;54166251;Node_10;1021;314.764;51.4
Zone_4181;54166251;54167272;Node_10;1021;314.161;48.6
Zone_4182;54167272;54168293;Node_10;1021;313.604;50.1
Zone_4183;54168293;54169314;Node_10;1021;315.331;52.3
Zone_4184;54169314;54170335;Node_10;1021;315.571;41.6
Zone_4185;54170335;54171356;Node_10;1021;315.822;51.9
Zone_4186;54171356;54172377;Node_10;1021;315.245;51.3
Zone_4187;54172377;54173398;Node_10;1021;314.993;49.2
Zone_4188;54173398;54174419;Node_10;1021;315.081;54.2
Zone_4189;54174419;54175440;Node_10;1021;315.734;53.7
Zone_4190;54175440;54176461;Node_10;1021;316.072;43.7
Zone_4191;54176461;54177482;Node_10;1021;316.279;58.7
Zone_4192;54177482;54178503;Node_10;1021;315.05;55.8
Zone_4193;54178503;54179524;Node_10;1021;316.267;55.7
Zone_4194;54179524;54180545;Node_10;1021;315.821;51.3
Zone_4195;54180545;54181566;Node_10;1021;314.97;51.3
Zone_4196;54181566;54182587;Node_10;1021;316.769;45.0
Zone_4197;54182587;54183608;Node_10;1021;315.32;41.7
Zone_4198;54183608;54184629;Node_10;1021;316.21;49.3
Zone_4199;54184629;54185650;Node_10;1021;317.019;46.7
Zone_4200;54185650;54186671;Node_10;1021;315.259;46.6
Zone_4201;54186671;54187692;Node_10;1021;313.327;46.3
Zone_4202;54187692;54188713;Node_10;1021;315.587;46.7
Zone_4203;54188713;54189734;Node_10;1021;317.732;51.7
Zone_4204;54189734;54190755;Node_10;1021;315.133;49.5
Zone_4205;54190755;54191776;Node_10;1021;313.462;50.4
Zone_4206;54191776;54192797;Node_10;1021;314.65;42.7
Zone_4207;54192797;54193818;Node_10;1021;315.959;47.3
Zone_4208;54193818;54194839;Node_10;1021;317.393;45.2
Zone_4209;54194839;54195860;Node_10;1021;315.638;50.1
Zone_4210;54195860;54196881;Node_10;1021;314.711;42.9
Zone_4211;54196881;54197902;Node_10;1021;316.545;47.9
Zone_4212;54197902;54198923;Node_10;1021;314.918;49.5
Zone_4213;54198923;54199944;Node_10;1021;315.457;48.6
Zone_4214;54199944;54200965;Node_10;1021;315.69;58.9
Zone_4215;54200965;54201986;Node_10;1021;315.879;41.0
Zone_4216;54201986;54203007;Node_10;1021;314.144;45.6
Zone_4217;54203007;54204028;Node_10;1021;315.052;44.2
Zone_4218;54204028;54205049;Node_10;1021;315.343;44.0
Zone_4219;54205049;54206070;Node_10;1021;312.889;45.0
Zone_4220;54206070;54207091;Node_10;1021;313.983;49.5
Zone_4221;54207091;54208112;Node_10;1021;315.57;45.0
Zone_4222;54208112;54209133;Node_10;1021;314.662;47.9
Zone_4223;54209133;54210154;Node_10;1021;314.814;48.6
Zone_4224;54210154;54211175;Node_11;1021;313.013;47.2
Zone_4225;54211175;54212196;Node_11;1021;314.128;47.3
Zone_4226;54212196;54213217;Node_11;1021;315.752;49.5
Zone_4227;54213217;54214238;Node_11;1021;317.032;51.0
Zone_4228;54214238;54215259;Node_11;1021;315.683;45.2
Zone_4229;54215259;54216280;Node_11;1021;316.143;50.7
Zone_4230;54216280;54217301;Node_11;1021;313.665;55.8
Zone_4231;54217301;54218322;Node_11;1021;313.886;51.6
Zone_4232;54218322;54219343;Node_11;1021;315.552;51.4
Zone_4233;54219343;54220364;Node_11;1021;316.956;51.5
Zone_4234;54220364;54221385;Node_11;1021;315.343;53.0
Zone_4235;54221385;54222406;Node_11;1021;314.977;57.6
Zone_4236;54222406;54223427;Node_11;1021;313.881;55.9
Zone_4237;54223427;54224448;Node_11;1021;314.394;57.6
Zone_4238;54224448;54225469;Node_11;1021;314.12;49.6
Zone_4239;54225469;54226490;Node_11;1021;316.438;53.0
Zone_4240;54226490;54227511;Node_11;1021;316.674;50.0
Zone_4241;54227511;54228532;Node_11;1021;315.698;54.2
Zone_4242;54228532;54229553;Node_11;1021;316.005;62.7
Zone_4243;54229553;54230574;Node_11;1021;316.507;51.9
Zone_4244;54230574;54231595;Node_11;1021;313.799;40.6
Zone_4245;54231595;54232616;Node_11;1021;314.529;42.5
Zone_4246;54232616;54233637;Node_11;1021;314.809;69.5
Zone_4247;54233637;54234658;Node_11;1021;315.723;51.1
Zone_4248;54234658;54235679;Node_11;1021;313.541;46.0
Zone_4249;54235679;54236700;Node_11;1021;314.375;43.1
Zone_4250;54236700;54237721;Node_11;1021;315.034;42.8
Zone_4251;54237721;54238742;Node_11;1021;315.758;56.7
Zone_4252;54238742;54239763;Node_11;1021;315.228;49.9
Zone_4253;54239763;54240784;Node_11;1021;316.942;54.5
Zone_4254;54240784;54241805;Node_11;1021;314.536;58.1
Zone_4255;54241805;54242826;Node_11;1021;315.35;53.3
Zone_4256;54242826;54243847;Node_11;1021;317.186;53.5
Zone_4257;54243847;54244868;Node_11;1021;313.696;52.7
Zone_4258;54244868;54245889;Node_11;1021;316.004;54.3
Zone_4259;54245889;54246910;Node_11;1021;314.674;54.3
Zone_4260;54246910;54247931;Node_11;1021;315.207;55.6
Zone_4261;54247931;54248952;Node_11;1021;315.311;52.9
Zone_4262;54248952;54249973;Node_11;1021;315.224;46.9
Zone_4263;54249973;54250994;Node_11;1021;317.032;55.8
Zone_4264;54250994;54252015;Node_11;1021;315.954;61.8
Zone_4265;54252015;54253036;Node_11;1021;316.467;54.8
Zone_4266;54253036;54254057;Node_11;1021;315.398;52.7
Zone_4267;54254057;54255078;Node_11;1021;314.347;54.6
Zone_4268;54255078;54256099;Node_11;1021;316.855;50.0
Zone_4269;54256099;54257120;Node_11;1021;314.573;48.9
Zone_4270;54257120;54258141;Node_11;1021;316.42;49.5
Zone_4271;54258141;54259162;Node_11;1021;318.109;57.7
Zone_4272;54259162;54260183;Node_11;1021;316.254;48.7
Zone_4273;54260183;54261204;Node_11;1021;315.431;58.3
Zone_4274;54261204;54262225;Node_11;1021;316.038;51.7
Zone_4275;54262225;54263246;Node_11;1021;315.824;54.2
Zone_4276;54263246;54264267;Node_11;1021;315.361;56.0
Zone_4277;54264267;54265288;Node_11;1021;315.94;49.7
Zone_4278;54265288;54266309;Node_11;1021;316.443;56.3
Zone_4279;54266309;54267330;Node_11;1021;314.708;45.5
Zone_4280;54267330;54268351;Node_11;1021;315.065;53.6
Zone_4281;54268351;54269372;Node_11;1021;313.961;52.3
Zone_4282;54269372;54270393;Node_11;1021;316.288;52.9
Zone_4283;54270393;54271414;Node_11;1021;315.581;51.3
Zone_4284;54271414;54272435;Node_11;1021;314.707;53.4
Zone_4285;54272435;54273456;Node_11;1021;316.071;53.4
Zone_4286;54273456;54274477;Node_11;1021;316.08;59.3
Zone_4287;54274477;54275498;Node_11;1021;312.248;61.0
Zone_4288;54275498;54276519;Node_11;1021;314.776;51.8
Zone_4289;54276519;54277540;Node_11;1021;313.948;50.9
Zone_4290;54277540;54278561;Node_11;1021;315.056;48.8
Zone_4291;54278561;54279582;Node_11;1021;315.493;53.8
Zone_4292;54279582;54280603;Node_11;1021;313.999;51.5
Zone_4293;54280603;54281624;Node_11;1021;315.898;52.3
Zone_4294;54281624;54282645;Node_11;1021;315.828;52.6
Zone_4295;54282645;54283666;Node_11;1021;315.626;49.7
Zone_4296;54283666;54284687;Node_11;1021;314.19;41.0
Zone_4297;54284687;54285708;Node_11;1021;315.679;43.8
Zone_4298;54285708;54286729;Node_11;1021;314.156;50.0
Zone_4299;54286729;54287750;Node_11;1021;315.667;54.6
Zone_4300;54287750;54288771;Node_11;1021;316.554;51.9
Zone_4301;54288771;54289792;Node_11;1021;317.152;51.5
Zone_4302;54289792;54290813;Node_11;1021;315.13;56.9
Zone_4303;54290813;54291834;Node_11;1021;314.559;48.5
Zone_4304;54291834;54292855;Node_11;1021;314.861;55.8
Zone_4305;54292855;54293876;Node_11;1021;315.121;49.6
Zone_4306;54293876;54294897;Node_11;1021;315.51;50.7
Zone_4307;54294897;54295918;Node_11;1021;312.634;52.9
Zone_4308;54295918;54296939;Node_11;1021;314.338;46.7
Zone_4309;54296939;54297960;Node_11;1021;315.443;50.3
Zone_4310;54297960;54298981;Node_11;1021;314.368;54.3
Zone_4311;54298981;54300002;Node_11;1021;313.791;51.6
Zone_4312;54300002;54301023;Node_11;1021;315.517;49.0
Zone_4313;54301023;54302044;Node_11;1021;313.82;53.7
Zone_4314;54302044;54303065;Node_11;1021;314.946;49.3
Zone_4315;54303065;54304086;Node_11;1021;314.876;49.7
Zone_4316;54304086;54305107;Node_11;1021;317.931;56.7
Zone_4317;54305107;54306128;Node_11;1021;314.217;48.0
Zone_4318;54306128;54307149;Node_11;1021;314.254;49.0
Zone_4319;54307149;54308170;Node_11;1021;313.42;48.2
Zone_4320;54308170;54309191;Node_11;1021;316.383;48.5
Zone_4321;54309191;54310212;Node_11;1021;315.149;51.4
Zone_4322;54310212;54311233;Node_11;1021;315.405;51.6
Zone_4323;54311233;54312254;Node_11;1021;315.676;54.6
Zone_4324;54312254;54313275;Node_11;1021;316.244;52.8
Zone_4325;54313275;54314296;Node_11;1021;315.278;51.3
Zone_4326;54314296;54315317;Node_11;1021;315.029;49.1
Zone_4327;54315317;54316338;Node_11;1021;315.24;47.9
Zone_4328;54316338;54317359;Node_11;1021;316.33;45.2
Zone_4329;54317359;54318380;Node_11;1021;315.389;46.9
Zone_4330;54318380;54319401;Node_11;1021;314.442;50.2
Zone_4331;54319401;54320422;Node_11;1021;315.633;48.2
Zone_4332;54320422;54321443;Node_11;1021;316.828;52.0
Zone_4333;54321443;54322464;Node_11;1021;316.318;50.7
Zone_4334;54322464;54323485;Node_11;1021;314.743;48.4
Zone_4335;54323485;54324506;Node_11;1021;315.436;51.7
Zone_4336;54324506;54325527;Node_11;1021;315.726;50.6
Zone_4337;54325527;54326548;Node_11;1021;313.793;49.9
Zone_4338;54326548;54327569;Node_11;1021;315.362;50.8
Zone_4339;54327569;54328590;Node_11;1021;314.612;51.1
Zone_4340;54328590;54329611;Node_11;1021;315.314;50.2
Zone_4341;54329611;54330632;Node_11;1021;314.966;53.0
Zone_4342;54330632;54331653;Node_11;1021;314.379;47.8
Zone_4343;54331653;54332674;Node_11;1021;315.705;54.7
Zone_4344;54332674;54333695;Node_11;1021;314.33;54.2
Zone_4345;54333695;54334716;Node_11;1021;315.993;45.4
Zone_4346;54334716;54335737;Node_11;1021;314.872;49.2
Zone_4347;54335737;54336758;Node_11;1021;315.106;51.7
Zone_4348;54336758;54337779;Node_11;1021;314.363;55.0
Zone_4349;54337779;54338800;Node_11;1021;314.06;47.0
Zone_4350;54338800;54339821;Node_11;1021;315.78;43.9
Zone_4351;54339821;54340842;Node_11;1021;316.128;48.4
Zone_4352;54340842;54341863;Node_11;1021;315.344;49.1
Zone_4353;54341863;54342884;Node_11;1021;315.023;54.7
Zone_4354;54342884;54343905;Node_11;1021;315.515;52.2
Zone_4355;54343905;54344926;Node_11;1021;316.748;45.1
Zone_4356;54344926;54345947;Node_11;1021;314.705;49.6
Zone_4357;54345947;54346968;Node_11;1021;315.826;49.0
Zone_4358;54346968;54347989;Node_11;1021;315.109;44.7
Zone_4359;54347989;54349010;Node_11;1021;315.464;55.2
Zone_4360;54349010;54350031;Node_11;1021;314.665;46.0
Zone_4361;54350031;54351052;Node_11;1021;315.275;48.2
Zone_4362;54351052;54352073;Node_11;1021;315.013;47.2
Zone_4363;54352073;54353094;Node_11;1021;314.351;51.3
Zone_4364;54353094;54354115;Node_11;1021;314.381;52.3
Zone_4365;54354115;54355136;Node_11;1021;314.455;54.0
Zone_4366;54355136;54356157;Node_11;1021;314.147;51.5
Zone_4367;54356157;54357178;Node_11;1021;315.57;56.9
Zone_4368;54357178;54358199;Node_11;1021;315.185;51.9
Zone_4369;54358199;54359220;Node_11;1021;315.769;52.1
Zone_4370;54359220;54360241;Node_11;1021;315.35;43.1
Zone_4371;54360241;54361262;Node_11;1021;315.793;45.7
Zone_4372;54361262;54362283;Node_11;1021;314.741;47.1
Zone_4373;54362283;54363304;Node_11;1021;315.136;50.7
Zone_4374;54363304;54364325;Node_11;1021;314.718;41.4
Zone_4375;54364325;54365346;Node_11;1021;315.648;48.8
Zone_4376;54365346;54366367;Node_11;1021;314.173;48.7
Zone_4377;54366367;54367388;Node_11;1021;315.042;43.0
Zone_4378;54367388;54368409;Node_11;1021;316.146;45.7
Zone_4379;54368409;54369430;Node_11;1021;316.183;47.7
Zone_4380;54369430;54370451;Node_11;1021;314.762;47.3
Zone_4381;54370451;54371472;Node_11;1021;315.773;49.5
Zone_4382;54371472;54372493;Node_11;1021;314.189;52.3
Zone_4383;54372493;54373514;Node_11;1021;314.161;52.7
Zone_4384;54373514;54374535;Node_11;1021;316.18;54.2
Zone_4385;54374535;54375556;Node_11;1021;314.507;53.0
Zone_4386;54375556;54376577;Node_11;1021;315.139;56.1
Zone_4387;54376577;54377598;Node_11;1021;314.365;50.1
Zone_4388;54377598;54378619;Node_11;1021;314.603;44.3
Zone_4389;54378619;54379640;Node_11;1021;315.531;54.8
Zone_4390;54379640;54380661;Node_11;1021;314.346;58.5
Zone_4391;54380661;54381682;Node_11;1021;315.996;49.1
Zone_4392;54381682;54382703;Node_11;1021;316.601;46.0
Zone_4393;54382703;54383724;Node_11;1021;316.811;48.1
Zone_4394;54383724;54384745;Node_11;1021;315.742;52.0
Zone_4395;54384745;54385766;Node_11;1021;313.172;47.3
Zone_4396;54385766;54386787;Node_11;1021;315.055;48.5
Zone_4397;54386787;54387808;Node_11;1021;313.119;45.1
Zone_4398;54387808;54388829;Node_11;1021;314.817;46.7
Zone_4399;54388829;54389850;Node_11;1021;315.538;48.5
Zone_4400;54389850;54390871;Node_11;1021;314.569;46.1
Zone_4401;54390871;54391892;Node_11;1021;314.213;55.3
Zone_4402;54391892;54392913;Node_11;1021;314.495;48.1
Zone_4403;54392913;54393934;Node_11;1021;315.471;48.8
Zone_4404;54393934;54394955;Node_11;1021;313.777;48.1
Zone_4405;54394955;54395976;Node_11;1021;315.086;49.8
Zone_4406;54395976;54396997;Node_11;1021;315.213;48.3
Zone_4407;54396997;54398018;Node_11;1021;314.779;54.4
Zone_4408;54398018;54399039;Node_11;1021;314.563;46.3
Zone_4409;54399039;54400060;Node_11;1021;315.27;45.8
Zone_4410;54400060;54401081;Node_11;1021;314.135;43.4
Zone_4411;54401081;54402102;Node_11;1021;314.891;41.4
Zone_4412;54402102;54403123;Node_11;1021;313.749;47.1
Zone_4413;54403123;54404144;Node_11;1021;314.267;50.2
Zone_4414;54404144;54405165;Node_11;1021;315.648;53.7
Zone_4415;54405165;54406186;Node_11;1021;312.58;74.0
Zone_4416;54406186;54407207;Node_11;1021;314.249;75.3
Zone_4417;54407207;54408228;Node_11;1021;316.073;47.8
Zone_4418;54408228;54409249;Node_11;1021;315.095;49.0
Zone_4419;54409249;54410270;Node_11;1021;313.554;52.0
Zone_4420;54410270;54411291;Node_11;1021;316.492;50.0
Zone_4421;54411291;54412312;Node_11;1021;315.847;55.2
Zone_4422;54412312;54413333;Node_11;1021;315.232;43.3
Zone_4423;54413333;54414354;Node_11;1021;314.758;52.3
Zone_4424;54414354;54415375;Node_11;1021;318.125;56.1
Zone_4425;54415375;54416396;Node_11;1021;316.002;53.6
Zone_4426;54416396;54417417;Node_11;1021;313.062;50.7
Zone_4427;54417417;54418438;Node_11;1021;314.31;52.0
Zone_4428;54418438;54419459;Node_11;1021;315.256;43.6
Zone_4429;54419459;54420480;Node_11;1021;315.949;51.2
Zone_4430;54420480;54421501;Node_11;1021;315.307;51.1
Zone_4431;54421501;54422522;Node_11;1021;315.329;44.0
Zone_4432;54422522;54423543;Node_11;1021;316.807;46.8
Zone_4433;54423543;54424564;Node_11;1021;313.921;52.5
Zone_4434;54424564;54425585;Node_11;1021;315.486;47.8
Zone_4435;54425585;54426606;Node_11;1021;315.146;45.4
Zone_4436;54426606;54427627;Node_11;1021;315.913;39.3
Zone_4437;54427627;54428648;Node_11;1021;316.004;48.2
Zone_4438;54428648;54429669;Node_11;1021;316.989;48.1
Zone_4439;54429669;54430690;Node_11;1021;316.458;52.3
Zone_4440;54430690;54431711;Node_11;1021;316.089;51.5
Zone_4441;54431711;54432732;Node_11;1021;315.96;50.6
Zone_4442;54432732;54433753;Node_11;1021;316.856;45.9
Zone_4443;54433753;54434774;Node_11;1021;317.655;50.4
Zone_4444;54434774;54435795;Node_11;1021;314.483;43.5
Zone_4445;54435795;54436816;Node_11;1021;313.966;48.3
Zone_4446;54436816;54437837;Node_11;1021;315.531;45.2
Zone_4447;54437837;54438858;Node_11;1021;315.311;40.0
Zone_4448;54438858;54439879;Node_11;1021;315.516;45.9
Zone_4449;54439879;54440900;Node_11;1021;316.129;50.0
