Микро_Зона_ID;Координата_Старт;Координата_Конец;Родительский_3D_Узел;Букв_в_куске;Масса_Куска_(kDa);GC_Состав_%;Т_Плавления_(C);CpG_Островки_(шт);GC_Skew;AT_Skew;Индекс_Изгибаемости;Потенциал_Z_ДНК_%;Сродство_Нуклеосом_%;Жесткость_Точечная_(3-mer);Жесткость_Полувитка_(5-mer);Периодичность_Витка_(10-mer);Регуляторный_Профиль_(20-mer);Энергия_Деформации_(kT);Локальная_Гидрофобность;Микро_Заряд_Дебая
Zone_5205;55211755;55212776;Node_13;1021;"=""313.643""";"=""39.3""";"=""2844.0""";"=""8.0""";"=""-0.217""";"=""0.0""";"=""0.0463""";"=""3.13""";"=""37.72""";"=""0.0454""";"=""0.0446""";"=""37.72""";"=""39.29""";"=""0.307""";"=""320.756""";"=""10.4673"""
Zone_5206;55212776;55213797;Node_13;1021;"=""315.033""";"=""38.8""";"=""2834.0""";"=""16.0""";"=""-0.0707""";"=""0.0752""";"=""0.0459""";"=""3.13""";"=""38.32""";"=""0.0453""";"=""0.0448""";"=""38.32""";"=""38.69""";"=""0.305""";"=""320.681""";"=""10.5137"""
Zone_5207;55213797;55214818;Node_13;1021;"=""309.758""";"=""57.8""";"=""3222.0""";"=""32.0""";"=""-0.461""";"=""-0.1415""";"=""0.0517""";"=""5.48""";"=""18.32""";"=""0.0506""";"=""0.0454""";"=""18.32""";"=""57.75""";"=""0.298""";"=""323.097""";"=""10.3376"""
Zone_5208;55214818;55215839;Node_13;1021;"=""314.736""";"=""75.1""";"=""3576.0""";"=""133.0""";"=""-0.0404""";"=""-0.1811""";"=""0.0594""";"=""12.14""";"=""5.74""";"=""0.0585""";"=""0.0466""";"=""5.74""";"=""75.03""";"=""0.285""";"=""326.655""";"=""10.5038"""
Zone_5209;55215839;55216860;Node_13;1021;"=""311.758""";"=""46.8""";"=""2998.0""";"=""30.0""";"=""-0.3515""";"=""-0.1234""";"=""0.0483""";"=""2.74""";"=""30.4""";"=""0.0473""";"=""0.0449""";"=""30.4""";"=""46.45""";"=""0.303""";"=""321.603""";"=""10.4044"""
Zone_5210;55216860;55217881;Node_13;1021;"=""316.407""";"=""35.3""";"=""2762.0""";"=""10.0""";"=""0.0778""";"=""0.1619""";"=""0.0452""";"=""3.53""";"=""43.47""";"=""0.0444""";"=""0.0446""";"=""43.47""";"=""34.88""";"=""0.306""";"=""320.285""";"=""10.5595"""
Zone_5211;55217881;55218902;Node_13;1021;"=""316.907""";"=""36.9""";"=""2796.0""";"=""7.0""";"=""0.183""";"=""0.0528""";"=""0.0443""";"=""0.78""";"=""42.28""";"=""0.0435""";"=""0.044""";"=""42.28""";"=""36.59""";"=""0.313""";"=""319.908""";"=""10.5762"""
Zone_5212;55218902;55219923;Node_13;1021;"=""315.761""";"=""43.5""";"=""2930.0""";"=""8.0""";"=""0.0405""";"=""-0.0017""";"=""0.048""";"=""3.13""";"=""33.76""";"=""0.0471""";"=""0.0447""";"=""33.76""";"=""43.15""";"=""0.306""";"=""321.503""";"=""10.538"""
Zone_5213;55219923;55220944;Node_13;1021;"=""316.91""";"=""43.0""";"=""2920.0""";"=""14.0""";"=""0.1162""";"=""0.1856""";"=""0.0476""";"=""2.35""";"=""34.36""";"=""0.0467""";"=""0.0445""";"=""34.36""";"=""43.16""";"=""0.308""";"=""321.324""";"=""10.5763"""
Zone_5214;55220944;55221965;Node_13;1021;"=""313.858""";"=""41.8""";"=""2896.0""";"=""10.0""";"=""-0.0726""";"=""-0.3434""";"=""0.0472""";"=""5.09""";"=""35.94""";"=""0.0463""";"=""0.0443""";"=""35.94""";"=""42.13""";"=""0.31""";"=""321.139""";"=""10.4745"""
Zone_5215;55221965;55222986;Node_13;1021;"=""314.797""";"=""43.0""";"=""2920.0""";"=""10.0""";"=""-0.0433""";"=""-0.0859""";"=""0.0488""";"=""4.31""";"=""31.98""";"=""0.0474""";"=""0.0448""";"=""31.98""";"=""43.23""";"=""0.305""";"=""321.665""";"=""10.5058"""
Zone_5216;55222986;55224007;Node_13;1021;"=""315.212""";"=""41.5""";"=""2890.0""";"=""7.0""";"=""-0.0094""";"=""-0.0385""";"=""0.0475""";"=""3.53""";"=""33.96""";"=""0.0465""";"=""0.0449""";"=""33.96""";"=""41.64""";"=""0.303""";"=""321.225""";"=""10.5197"""
Zone_5217;55224007;55225028;Node_13;1021;"=""315.827""";"=""44.4""";"=""2948.0""";"=""12.0""";"=""0.0331""";"=""0.0458""";"=""0.048""";"=""4.31""";"=""31.19""";"=""0.0471""";"=""0.0443""";"=""31.19""";"=""44.43""";"=""0.31""";"=""321.508""";"=""10.5402"""
Zone_5218;55225028;55226049;Node_13;1021;"=""315.145""";"=""40.1""";"=""2860.0""";"=""2.0""";"=""-0.022""";"=""-0.0229""";"=""0.0463""";"=""0.39""";"=""36.83""";"=""0.0454""";"=""0.0442""";"=""36.83""";"=""40.25""";"=""0.311""";"=""320.752""";"=""10.5174"""
Zone_5219;55226049;55227070;Node_13;1021;"=""314.312""";"=""38.7""";"=""2832.0""";"=""11.0""";"=""-0.0532""";"=""-0.23""";"=""0.0456""";"=""3.13""";"=""39.01""";"=""0.045""";"=""0.0444""";"=""39.01""";"=""38.54""";"=""0.309""";"=""320.566""";"=""10.4896"""
Zone_5220;55227070;55228091;Node_13;1021;"=""315.542""";"=""38.7""";"=""2832.0""";"=""12.0""";"=""0.0785""";"=""-0.1629""";"=""0.0465""";"=""2.35""";"=""40.1""";"=""0.0458""";"=""0.0448""";"=""40.1""";"=""38.5""";"=""0.305""";"=""320.935""";"=""10.5307"""
Zone_5221;55228091;55229112;Node_13;1021;"=""314.906""";"=""44.6""";"=""2952.0""";"=""14.0""";"=""-0.0198""";"=""-0.1272""";"=""0.0471""";"=""1.18""";"=""33.76""";"=""0.0461""";"=""0.0437""";"=""33.76""";"=""44.41""";"=""0.317""";"=""321.046""";"=""10.5095"""
Zone_5222;55229112;55230133;Node_13;1021;"=""316.285""";"=""41.4""";"=""2888.0""";"=""5.0""";"=""0.0827""";"=""0.0702""";"=""0.0471""";"=""1.18""";"=""33.86""";"=""0.0462""";"=""0.0447""";"=""33.86""";"=""41.06""";"=""0.305""";"=""321.11""";"=""10.5555"""
Zone_5223;55230133;55231154;Node_13;1021;"=""314.755""";"=""41.1""";"=""2882.0""";"=""8.0""";"=""-0.0476""";"=""-0.0882""";"=""0.0475""";"=""2.74""";"=""35.25""";"=""0.0467""";"=""0.045""";"=""35.25""";"=""41.21""";"=""0.303""";"=""321.335""";"=""10.5044"""
Zone_5224;55231154;55232175;Node_13;1021;"=""315.319""";"=""37.9""";"=""2816.0""";"=""5.0""";"=""0.0181""";"=""-0.0694""";"=""0.0465""";"=""4.31""";"=""39.01""";"=""0.0456""";"=""0.0449""";"=""39.01""";"=""38.32""";"=""0.304""";"=""320.845""";"=""10.5232"""
Zone_5225;55232175;55233196;Node_13;1021;"=""315.747""";"=""43.2""";"=""2924.0""";"=""9.0""";"=""0.0522""";"=""-0.0448""";"=""0.0482""";"=""3.53""";"=""34.65""";"=""0.0471""";"=""0.0452""";"=""34.65""";"=""43.18""";"=""0.3""";"=""321.525""";"=""10.5375"""
Zone_5226;55233196;55234217;Node_13;1021;"=""314.762""";"=""43.4""";"=""2928.0""";"=""5.0""";"=""-0.0339""";"=""-0.1315""";"=""0.0484""";"=""4.7""";"=""32.18""";"=""0.0471""";"=""0.0448""";"=""32.18""";"=""43.46""";"=""0.305""";"=""321.503""";"=""10.5046"""
Zone_5227;55234217;55235238;Node_13;1021;"=""316.846""";"=""46.3""";"=""2988.0""";"=""12.0""";"=""0.1459""";"=""0.0182""";"=""0.0487""";"=""3.92""";"=""30.79""";"=""0.0475""";"=""0.0447""";"=""30.79""";"=""46.13""";"=""0.306""";"=""321.707""";"=""10.5742"""
Zone_5228;55235238;55236259;Node_13;1021;"=""315.575""";"=""37.6""";"=""2810.0""";"=""11.0""";"=""-0.0052""";"=""0.0832""";"=""0.0462""";"=""6.27""";"=""40.99""";"=""0.0455""";"=""0.0445""";"=""40.99""";"=""37.75""";"=""0.308""";"=""320.792""";"=""10.5318"""
Zone_5229;55236259;55237280;Node_13;1021;"=""316.488""";"=""39.6""";"=""2850.0""";"=""10.0""";"=""0.1436""";"=""-0.0211""";"=""0.0473""";"=""4.7""";"=""37.33""";"=""0.0464""";"=""0.0446""";"=""37.33""";"=""39.66""";"=""0.306""";"=""321.187""";"=""10.5622"""
Zone_5230;55237280;55238301;Node_13;1021;"=""315.714""";"=""40.2""";"=""2862.0""";"=""13.0""";"=""-0.0049""";"=""0.1326""";"=""0.0459""";"=""2.74""";"=""37.23""";"=""0.0453""";"=""0.0446""";"=""37.23""";"=""40.01""";"=""0.307""";"=""320.714""";"=""10.5364"""
Zone_5231;55238301;55239322;Node_13;1021;"=""316.093""";"=""33.5""";"=""2726.0""";"=""3.0""";"=""0.0702""";"=""0.0839""";"=""0.0435""";"=""3.13""";"=""46.14""";"=""0.0428""";"=""0.0436""";"=""46.14""";"=""33.32""";"=""0.318""";"=""319.589""";"=""10.549"""
Zone_5232;55239322;55240343;Node_13;1021;"=""315.959""";"=""41.4""";"=""2888.0""";"=""18.0""";"=""0.0591""";"=""0.0234""";"=""0.0471""";"=""1.96""";"=""35.74""";"=""0.0462""";"=""0.0448""";"=""35.74""";"=""41.13""";"=""0.305""";"=""321.117""";"=""10.5446"""
Zone_5233;55240343;55241364;Node_13;1021;"=""313.401""";"=""41.1""";"=""2882.0""";"=""10.0""";"=""-0.2333""";"=""-0.0116""";"=""0.0466""";"=""3.13""";"=""35.15""";"=""0.0458""";"=""0.0443""";"=""35.15""";"=""41.21""";"=""0.311""";"=""320.902""";"=""10.4592"""
Zone_5234;55241364;55242385;Node_13;1021;"=""316.178""";"=""38.8""";"=""2834.0""";"=""10.0""";"=""0.0101""";"=""0.2544""";"=""0.0461""";"=""3.53""";"=""36.93""";"=""0.0454""";"=""0.0443""";"=""36.93""";"=""39.14""";"=""0.31""";"=""320.732""";"=""10.5519"""
Zone_5235;55242385;55243406;Node_13;1021;"=""316.095""";"=""41.2""";"=""2884.0""";"=""6.0""";"=""0.0831""";"=""0.0""";"=""0.0469""";"=""5.48""";"=""37.03""";"=""0.0462""";"=""0.0445""";"=""37.03""";"=""41.37""";"=""0.309""";"=""321.092""";"=""10.5491"""
Zone_5236;55243406;55244427;Node_13;1021;"=""314.621""";"=""44.5""";"=""2950.0""";"=""6.0""";"=""-0.0705""";"=""-0.0582""";"=""0.0488""";"=""4.31""";"=""30.3""";"=""0.0478""";"=""0.045""";"=""30.3""";"=""44.31""";"=""0.302""";"=""321.806""";"=""10.4999"""
Zone_5237;55244427;55245448;Node_13;1021;"=""315.604""";"=""43.2""";"=""2924.0""";"=""8.0""";"=""0.0431""";"=""-0.069""";"=""0.0479""";"=""7.05""";"=""32.38""";"=""0.047""";"=""0.0446""";"=""32.38""";"=""43.15""";"=""0.307""";"=""321.457""";"=""10.5327"""
Zone_5238;55245448;55246469;Node_13;1021;"=""316.058""";"=""42.7""";"=""2914.0""";"=""9.0""";"=""0.0872""";"=""-0.0393""";"=""0.0469""";"=""4.31""";"=""33.76""";"=""0.0458""";"=""0.0444""";"=""33.76""";"=""42.59""";"=""0.31""";"=""320.944""";"=""10.5479"""
Zone_5239;55246469;55247490;Node_13;1021;"=""316.769""";"=""47.8""";"=""3018.0""";"=""5.0""";"=""0.1148""";"=""0.0919""";"=""0.0496""";"=""2.35""";"=""28.22""";"=""0.0485""";"=""0.045""";"=""28.22""";"=""47.65""";"=""0.303""";"=""322.146""";"=""10.5716"""
Zone_5240;55247490;55248511;Node_13;1021;"=""313.578""";"=""41.3""";"=""2886.0""";"=""5.0""";"=""-0.1943""";"=""-0.0651""";"=""0.0481""";"=""3.53""";"=""34.75""";"=""0.0473""";"=""0.045""";"=""34.75""";"=""41.36""";"=""0.303""";"=""321.603""";"=""10.4651"""
Zone_5241;55248511;55249532;Node_13;1021;"=""311.849""";"=""41.2""";"=""2884.0""";"=""7.0""";"=""-0.3587""";"=""-0.1933""";"=""0.0474""";"=""3.53""";"=""34.26""";"=""0.0467""";"=""0.0449""";"=""34.26""";"=""41.45""";"=""0.304""";"=""321.342""";"=""10.4074"""
Zone_5242;55249532;55250553;Node_13;1021;"=""316.287""";"=""49.1""";"=""3044.0""";"=""8.0""";"=""0.0699""";"=""0.0654""";"=""0.0506""";"=""5.48""";"=""25.25""";"=""0.0491""";"=""0.0451""";"=""25.25""";"=""49.18""";"=""0.302""";"=""322.429""";"=""10.5555"""
Zone_5243;55250553;55251574;Node_13;1021;"=""314.174""";"=""40.5""";"=""2868.0""";"=""8.0""";"=""-0.109""";"=""-0.1151""";"=""0.0468""";"=""4.7""";"=""35.05""";"=""0.0459""";"=""0.0445""";"=""35.05""";"=""40.22""";"=""0.308""";"=""320.962""";"=""10.485"""
Zone_5244;55251574;55252595;Node_13;1021;"=""314.504""";"=""45.0""";"=""2960.0""";"=""7.0""";"=""-0.0675""";"=""-0.1139""";"=""0.0489""";"=""5.88""";"=""30.5""";"=""0.0478""";"=""0.0444""";"=""30.5""";"=""45.01""";"=""0.309""";"=""321.833""";"=""10.496"""
Zone_5245;55252595;55253616;Node_13;1021;"=""313.683""";"=""46.8""";"=""2998.0""";"=""8.0""";"=""-0.1464""";"=""-0.1381""";"=""0.0489""";"=""1.57""";"=""29.8""";"=""0.0477""";"=""0.0451""";"=""29.8""";"=""46.76""";"=""0.301""";"=""321.793""";"=""10.4686"""
Zone_5246;55253616;55254637;Node_13;1021;"=""315.916""";"=""42.6""";"=""2912.0""";"=""14.0""";"=""0.0851""";"=""-0.0853""";"=""0.0477""";"=""2.74""";"=""34.46""";"=""0.0469""";"=""0.0448""";"=""34.46""";"=""42.41""";"=""0.304""";"=""321.417""";"=""10.5432"""
Zone_5247;55254637;55255658;Node_13;1021;"=""315.28""";"=""42.1""";"=""2902.0""";"=""16.0""";"=""0.014""";"=""-0.0897""";"=""0.0481""";"=""5.48""";"=""33.66""";"=""0.0474""";"=""0.0446""";"=""33.66""";"=""42.09""";"=""0.306""";"=""321.623""";"=""10.5219"""
Zone_5248;55255658;55256679;Node_13;1021;"=""316.48""";"=""34.5""";"=""2746.0""";"=""5.0""";"=""0.125""";"=""0.0792""";"=""0.0447""";"=""1.96""";"=""42.18""";"=""0.0441""";"=""0.0444""";"=""42.18""";"=""34.69""";"=""0.31""";"=""320.166""";"=""10.562"""
Zone_5249;55256679;55257700;Node_13;1021;"=""315.089""";"=""45.2""";"=""2966.0""";"=""9.0""";"=""0.0043""";"=""-0.1449""";"=""0.0485""";"=""3.53""";"=""31.49""";"=""0.0477""";"=""0.0446""";"=""31.49""";"=""45.8""";"=""0.307""";"=""321.797""";"=""10.5156"""
Zone_5250;55257700;55258721;Node_13;1021;"=""315.083""";"=""44.9""";"=""2958.0""";"=""3.0""";"=""-0.0393""";"=""0.0124""";"=""0.0483""";"=""4.31""";"=""30.99""";"=""0.0473""";"=""0.0451""";"=""30.99""";"=""44.68""";"=""0.302""";"=""321.616""";"=""10.5154"""
Zone_5251;55258721;55259742;Node_13;1021;"=""317.894""";"=""43.2""";"=""2924.0""";"=""8.0""";"=""0.229""";"=""0.1793""";"=""0.0479""";"=""3.53""";"=""33.27""";"=""0.0471""";"=""0.0446""";"=""33.27""";"=""43.1""";"=""0.307""";"=""321.492""";"=""10.6092"""
Zone_5252;55259742;55260763;Node_13;1021;"=""317.637""";"=""46.5""";"=""2992.0""";"=""9.0""";"=""0.2""";"=""0.1282""";"=""0.0491""";"=""2.74""";"=""30.0""";"=""0.048""";"=""0.0451""";"=""30.0""";"=""46.72""";"=""0.301""";"=""321.903""";"=""10.6006"""
Zone_5253;55260763;55261784;Node_13;1021;"=""317.589""";"=""47.0""";"=""3002.0""";"=""7.0""";"=""0.1875""";"=""0.1497""";"=""0.0489""";"=""3.53""";"=""29.31""";"=""0.0479""";"=""0.0446""";"=""29.31""";"=""47.02""";"=""0.307""";"=""321.89""";"=""10.599"""
Zone_5254;55261784;55262805;Node_13;1021;"=""318.246""";"=""43.9""";"=""2938.0""";"=""5.0""";"=""0.2679""";"=""0.1693""";"=""0.0481""";"=""4.7""";"=""32.28""";"=""0.0473""";"=""0.0449""";"=""32.28""";"=""43.92""";"=""0.303""";"=""321.603""";"=""10.6209"""
Zone_5255;55262805;55263826;Node_13;1021;"=""316.675""";"=""47.8""";"=""3018.0""";"=""16.0""";"=""0.1025""";"=""0.1032""";"=""0.0494""";"=""3.13""";"=""28.91""";"=""0.0486""";"=""0.0448""";"=""28.91""";"=""47.56""";"=""0.305""";"=""322.169""";"=""10.5685"""
Zone_5256;55263826;55264847;Node_13;1021;"=""315.807""";"=""41.4""";"=""2888.0""";"=""7.0""";"=""0.0402""";"=""0.0268""";"=""0.0469""";"=""3.13""";"=""35.45""";"=""0.0461""";"=""0.0449""";"=""35.45""";"=""41.43""";"=""0.303""";"=""321.081""";"=""10.5395"""
Zone_5257;55264847;55265868;Node_13;1021;"=""316.204""";"=""35.9""";"=""2776.0""";"=""6.0""";"=""0.1335""";"=""-0.0489""";"=""0.0455""";"=""3.13""";"=""41.49""";"=""0.0447""";"=""0.0446""";"=""41.49""";"=""36.12""";"=""0.307""";"=""320.429""";"=""10.5528"""
Zone_5258;55265868;55266889;Node_13;1021;"=""314.282""";"=""43.2""";"=""2924.0""";"=""30.0""";"=""-0.0567""";"=""-0.2379""";"=""0.0477""";"=""4.7""";"=""33.47""";"=""0.0469""";"=""0.0445""";"=""33.47""";"=""43.48""";"=""0.308""";"=""321.404""";"=""10.4886"""
Zone_5259;55266889;55267910;Node_13;1021;"=""314.305""";"=""29.1""";"=""2636.0""";"=""4.0""";"=""-0.0168""";"=""-0.2845""";"=""0.0421""";"=""1.57""";"=""50.0""";"=""0.0415""";"=""0.044""";"=""50.0""";"=""29.11""";"=""0.313""";"=""318.988""";"=""10.4894"""
Zone_5260;55267910;55268931;Node_13;1021;"=""314.919""";"=""30.2""";"=""2658.0""";"=""2.0""";"=""0.0714""";"=""-0.2679""";"=""0.0436""";"=""1.57""";"=""48.02""";"=""0.043""";"=""0.0445""";"=""48.02""";"=""30.36""";"=""0.308""";"=""319.662""";"=""10.5099"""
Zone_5261;55268931;55269952;Node_13;1021;"=""313.776""";"=""38.9""";"=""2836.0""";"=""10.0""";"=""-0.0831""";"=""-0.3365""";"=""0.0445""";"=""3.13""";"=""40.0""";"=""0.0439""";"=""0.0439""";"=""40.0""";"=""39.31""";"=""0.315""";"=""320.049""";"=""10.4717"""
Zone_5262;55269952;55270973;Node_13;1021;"=""314.326""";"=""39.1""";"=""2840.0""";"=""8.0""";"=""-0.0376""";"=""-0.2701""";"=""0.0465""";"=""1.96""";"=""38.51""";"=""0.0457""";"=""0.0444""";"=""38.51""";"=""39.23""";"=""0.309""";"=""320.88""";"=""10.4901"""
Zone_5263;55270973;55271994;Node_13;1021;"=""314.666""";"=""42.0""";"=""2900.0""";"=""12.0""";"=""-0.0023""";"=""-0.2669""";"=""0.0478""";"=""2.74""";"=""35.45""";"=""0.0467""";"=""0.0445""";"=""35.45""";"=""41.8""";"=""0.308""";"=""321.351""";"=""10.5014"""
Zone_5264;55271994;55273015;Node_13;1021;"=""315.016""";"=""38.6""";"=""2830.0""";"=""13.0""";"=""0.0""";"=""-0.1292""";"=""0.0463""";"=""3.53""";"=""39.7""";"=""0.0455""";"=""0.0448""";"=""39.7""";"=""38.67""";"=""0.304""";"=""320.812""";"=""10.5131"""
Zone_5265;55273015;55274036;Node_13;1021;"=""315.831""";"=""47.4""";"=""3010.0""";"=""8.0""";"=""0.1074""";"=""-0.2626""";"=""0.0488""";"=""9.79""";"=""29.21""";"=""0.0477""";"=""0.0446""";"=""29.21""";"=""47.61""";"=""0.307""";"=""321.788""";"=""10.5403"""
Zone_5266;55274036;55275057;Node_13;1021;"=""315.753""";"=""46.7""";"=""2996.0""";"=""11.0""";"=""0.0356""";"=""-0.0037""";"=""0.0487""";"=""3.13""";"=""30.59""";"=""0.0477""";"=""0.0452""";"=""30.59""";"=""46.65""";"=""0.3""";"=""321.773""";"=""10.5377"""
Zone_5267;55275057;55276078;Node_13;1021;"=""315.653""";"=""46.2""";"=""2986.0""";"=""19.0""";"=""0.0042""";"=""0.0783""";"=""0.0486""";"=""9.4""";"=""30.99""";"=""0.0474""";"=""0.045""";"=""30.99""";"=""46.05""";"=""0.302""";"=""321.654""";"=""10.5344"""
Zone_5268;55276078;55277099;Node_13;1021;"=""315.257""";"=""42.5""";"=""2910.0""";"=""8.0""";"=""-0.0046""";"=""-0.0392""";"=""0.048""";"=""1.57""";"=""34.65""";"=""0.0471""";"=""0.0448""";"=""34.65""";"=""42.54""";"=""0.304""";"=""321.497""";"=""10.5212"""
Zone_5269;55277099;55278120;Node_13;1021;"=""315.462""";"=""47.3""";"=""3008.0""";"=""16.0""";"=""0.0393""";"=""-0.1413""";"=""0.0495""";"=""5.48""";"=""29.6""";"=""0.0484""";"=""0.0447""";"=""29.6""";"=""47.27""";"=""0.306""";"=""322.082""";"=""10.528"""
Zone_5270;55278120;55279141;Node_13;1021;"=""313.792""";"=""44.6""";"=""2952.0""";"=""15.0""";"=""-0.1253""";"=""-0.1873""";"=""0.0483""";"=""3.53""";"=""32.67""";"=""0.0476""";"=""0.0449""";"=""32.67""";"=""44.43""";"=""0.303""";"=""321.718""";"=""10.4723"""
Zone_5271;55279141;55280162;Node_13;1021;"=""314.358""";"=""40.8""";"=""2876.0""";"=""8.0""";"=""-0.0408""";"=""-0.255""";"=""0.0467""";"=""4.31""";"=""35.64""";"=""0.046""";"=""0.0441""";"=""35.64""";"=""40.68""";"=""0.313""";"=""320.995""";"=""10.4912"""
Zone_5272;55280162;55281183;Node_13;1021;"=""315.929""";"=""38.9""";"=""2836.0""";"=""5.0""";"=""0.0076""";"=""0.1731""";"=""0.0469""";"=""3.53""";"=""37.62""";"=""0.0463""";"=""0.0444""";"=""37.62""";"=""38.59""";"=""0.31""";"=""321.156""";"=""10.5436"""
Zone_5273;55281183;55282204;Node_13;1021;"=""316.096""";"=""37.2""";"=""2802.0""";"=""6.0""";"=""0.0789""";"=""0.0421""";"=""0.046""";"=""1.18""";"=""39.8""";"=""0.0451""";"=""0.0443""";"=""39.8""";"=""37.32""";"=""0.31""";"=""320.628""";"=""10.5492"""
Zone_5274;55282204;55283225;Node_13;1021;"=""316.651""";"=""40.6""";"=""2872.0""";"=""3.0""";"=""0.1614""";"=""-0.0297""";"=""0.0486""";"=""4.31""";"=""35.35""";"=""0.0477""";"=""0.0451""";"=""35.35""";"=""40.73""";"=""0.301""";"=""321.793""";"=""10.5677"""
Zone_5275;55283225;55284246;Node_13;1021;"=""315.758""";"=""44.4""";"=""2948.0""";"=""9.0""";"=""0.0464""";"=""-0.0282""";"=""0.0487""";"=""3.13""";"=""30.5""";"=""0.0478""";"=""0.0449""";"=""30.5""";"=""44.36""";"=""0.304""";"=""321.808""";"=""10.5379"""
Zone_5276;55284246;55285267;Node_13;1021;"=""315.299""";"=""45.2""";"=""2966.0""";"=""10.0""";"=""0.0173""";"=""-0.1091""";"=""0.0476""";"=""1.18""";"=""31.29""";"=""0.0467""";"=""0.0438""";"=""31.29""";"=""45.12""";"=""0.315""";"=""321.315""";"=""10.5226"""
Zone_5277;55285267;55286288;Node_13;1021;"=""316.557""";"=""43.6""";"=""2932.0""";"=""5.0""";"=""0.1191""";"=""0.0347""";"=""0.048""";"=""1.57""";"=""32.97""";"=""0.047""";"=""0.045""";"=""32.97""";"=""43.27""";"=""0.302""";"=""321.455""";"=""10.5645"""
Zone_5278;55286288;55287309;Node_13;1021;"=""315.565""";"=""39.4""";"=""2846.0""";"=""6.0""";"=""0.0398""";"=""-0.0501""";"=""0.0465""";"=""2.35""";"=""35.84""";"=""0.0457""";"=""0.0447""";"=""35.84""";"=""39.47""";"=""0.305""";"=""320.896""";"=""10.5314"""
Zone_5279;55287309;55288330;Node_13;1021;"=""317.747""";"=""51.3""";"=""3090.0""";"=""20.0""";"=""0.2328""";"=""-0.0624""";"=""0.0507""";"=""4.7""";"=""25.15""";"=""0.0495""";"=""0.0449""";"=""25.15""";"=""51.32""";"=""0.303""";"=""322.613""";"=""10.6042"""
Zone_5280;55288330;55289351;Node_13;1021;"=""315.242""";"=""49.9""";"=""3060.0""";"=""17.0""";"=""-0.0059""";"=""-0.0586""";"=""0.0506""";"=""3.92""";"=""26.73""";"=""0.0494""";"=""0.0451""";"=""26.73""";"=""49.57""";"=""0.301""";"=""322.54""";"=""10.5207"""
Zone_5281;55289351;55290372;Node_13;1021;"=""315.568""";"=""43.0""";"=""2920.0""";"=""9.0""";"=""0.0342""";"=""-0.0515""";"=""0.0489""";"=""7.84""";"=""33.66""";"=""0.048""";"=""0.0454""";"=""33.66""";"=""43.08""";"=""0.298""";"=""321.91""";"=""10.5315"""
Zone_5282;55290372;55291393;Node_13;1021;"=""315.88""";"=""44.1""";"=""2942.0""";"=""5.0""";"=""0.0489""";"=""0.0123""";"=""0.0486""";"=""5.48""";"=""31.29""";"=""0.0476""";"=""0.0449""";"=""31.29""";"=""44.2""";"=""0.303""";"=""321.738""";"=""10.542"""
Zone_5283;55291393;55292414;Node_13;1021;"=""316.047""";"=""46.1""";"=""2984.0""";"=""12.0""";"=""0.0743""";"=""-0.0291""";"=""0.0483""";"=""2.74""";"=""30.2""";"=""0.0474""";"=""0.0446""";"=""30.2""";"=""46.21""";"=""0.307""";"=""321.654""";"=""10.5475"""
Zone_5284;55292414;55293435;Node_13;1021;"=""314.424""";"=""45.8""";"=""2978.0""";"=""6.0""";"=""-0.0556""";"=""-0.1899""";"=""0.0492""";"=""2.35""";"=""30.59""";"=""0.0484""";"=""0.0446""";"=""30.59""";"=""46.17""";"=""0.306""";"=""322.087""";"=""10.4933"""
Zone_5285;55293435;55294456;Node_13;1021;"=""316.323""";"=""39.7""";"=""2852.0""";"=""9.0""";"=""0.0222""";"=""0.2727""";"=""0.0469""";"=""2.74""";"=""36.73""";"=""0.0458""";"=""0.0445""";"=""36.73""";"=""39.9""";"=""0.308""";"=""320.929""";"=""10.5567"""
Zone_5286;55294456;55295477;Node_13;1021;"=""315.264""";"=""36.7""";"=""2792.0""";"=""5.0""";"=""-0.12""";"=""0.2724""";"=""0.0454""";"=""3.13""";"=""40.0""";"=""0.0448""";"=""0.0444""";"=""40.0""";"=""36.62""";"=""0.309""";"=""320.493""";"=""10.5214"""
Zone_5287;55295477;55296498;Node_13;1021;"=""315.792""";"=""37.6""";"=""2810.0""";"=""5.0""";"=""-0.0625""";"=""0.3124""";"=""0.046""";"=""4.31""";"=""39.01""";"=""0.0452""";"=""0.0448""";"=""39.01""";"=""37.73""";"=""0.305""";"=""320.648""";"=""10.539"""
Zone_5288;55296498;55297519;Node_13;1021;"=""316.5""";"=""44.5""";"=""2950.0""";"=""9.0""";"=""0.0837""";"=""0.1287""";"=""0.0484""";"=""5.88""";"=""31.49""";"=""0.0475""";"=""0.0446""";"=""31.49""";"=""44.46""";"=""0.307""";"=""321.691""";"=""10.5626"""
Zone_5289;55297519;55298540;Node_13;1021;"=""316.0""";"=""48.0""";"=""3022.0""";"=""17.0""";"=""0.0735""";"=""-0.0621""";"=""0.0497""";"=""4.31""";"=""28.91""";"=""0.0487""";"=""0.0445""";"=""28.91""";"=""47.96""";"=""0.308""";"=""322.224""";"=""10.5459"""
Zone_5290;55298540;55299561;Node_13;1021;"=""316.601""";"=""51.9""";"=""3102.0""";"=""8.0""";"=""0.0981""";"=""0.0509""";"=""0.0513""";"=""3.92""";"=""22.77""";"=""0.05""";"=""0.0451""";"=""22.77""";"=""51.75""";"=""0.301""";"=""322.823""";"=""10.566"""
